"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"959",5,4,3,3,3,3,3,3,3,"Marca_2"
"960",4,5,3,5,5,6,5,6,5,"Marca_2"
"961",3,5,4,5,4,4,5,3,2,"Marca_1"
"962",5,4,5,3,3,5,4,4,4,"Marca_1"
"963",4,4,4,3,3,3,4,4,3,"Marca_1"
"964",3,4,4,5,2,5,5,4,4,"Marca_1"
"965",4,5,3,3,4,5,5,1,3,"Marca_2"
"966",3,4,2,3,2,4,3,3,4,"Marca_2"
"967",4,4,3,2,2,3,3,3,3,"Marca_1"
"968",5,4,5,3,3,4,4,4,4,"Marca_4"
"969",5,4,6,4,5,6,4,4,4,"Marca_1"
"970",2,2,5,4,3,4,5,5,2,"Marca_1"
"971",5,3,2,3,3,4,4,6,5,"Marca_2"
"972",6,4,5,3,4,7,4,4,6,"Marca_3"
"973",5,5,3,3,4,5,4,3,4,"Marca_2"
"974",3,3,5,6,4,5,5,5,4,"Marca_1"
"975",5,4,5,5,5,4,4,3,3,"Marca_2"
"976",4,5,5,4,5,4,5,4,2,"Marca_4"
"977",4,4,3,2,2,5,5,3,4,"Marca_3"
"978",5,6,5,3,4,4,3,3,4,"Marca_1"
"979",5,5,3,4,4,5,5,3,4,"Marca_2"
"980",5,4,4,3,4,3,3,4,3,"Marca_1"
"981",4,3,6,4,5,4,4,4,4,"Marca_1"
"982",5,5,5,5,5,3,4,3,4,"Marca_1"
"983",5,4,3,3,4,5,3,4,4,"Marca_2"
"984",4,5,4,4,5,4,3,3,5,"Marca_1"
"985",7,5,5,5,5,7,5,6,6,"Marca_2"
"986",3,3,3,4,3,6,5,5,4,"Marca_2"
"987",5,5,3,4,3,4,3,3,4,"Marca_1"
"988",5,3,5,4,3,5,3,5,5,"Marca_2"
"989",5,5,4,4,3,4,4,4,5,"Marca_2"
"990",5,4,3,4,4,5,5,5,4,"Marca_1"
"991",5,5,4,4,3,5,4,5,4,"Marca_3"
"992",5,4,4,5,3,4,5,4,4,"Marca_3"
"993",4,4,7,5,7,5,6,4,4,"Marca_1"
"994",4,3,6,4,5,4,4,5,4,"Marca_1"
"995",4,5,5,5,3,3,5,2,3,"Marca_1"
"996",1,3,4,4,4,5,4,3,4,"Marca_1"
"997",4,3,6,5,5,5,5,5,4,"Marca_3"
"998",3,3,4,3,4,3,4,1,3,"Marca_1"
"999",3,2,5,4,5,3,5,3,2,"Marca_2"
"1000",5,5,4,3,4,5,5,3,4,"Marca_2"
"1001",3,4,6,6,5,4,6,2,2,"Marca_4"
"1002",4,4,4,4,4,4,4,4,4,"Marca_3"
"1003",3,4,4,3,5,3,4,3,3,"Marca_4"
"1004",4,4,4,3,5,5,4,3,2,"Marca_1"
"1005",3,4,4,4,4,2,4,2,2,"Marca_4"
"1006",5,3,5,4,5,4,5,3,4,"Marca_1"
"1007",4,4,4,4,5,5,4,3,4,"Marca_2"
"1008",3,4,3,2,3,4,3,4,4,"Marca_2"
"1009",5,3,6,3,4,5,5,5,4,"Marca_2"
"1010",5,4,4,4,4,4,4,5,3,"Marca_4"
"1011",4,3,4,4,4,4,3,2,3,"Marca_2"
"1012",5,5,5,5,5,4,6,5,4,"Marca_1"
"1013",4,3,4,4,5,3,4,4,3,"Marca_2"
"1014",4,2,4,4,5,6,5,6,5,"Marca_2"
"1015",6,3,3,3,4,5,4,4,4,"Marca_3"
"1016",4,3,5,4,3,4,3,4,4,"Marca_2"
"1017",6,6,6,4,4,4,4,3,3,"Marca_4"
"1018",4,4,4,4,4,4,5,4,4,"Marca_1"
"1019",4,4,5,4,6,4,4,4,4,"Marca_1"
"1020",4,4,2,2,3,4,4,3,3,"Marca_2"
"1021",5,2,6,4,5,4,4,5,4,"Marca_1"
"1022",4,4,4,5,2,4,4,4,4,"Marca_2"
"1023",5,6,5,5,3,4,4,3,4,"Marca_3"
"1024",4,4,5,4,4,3,5,3,4,"Marca_1"
"1025",5,6,6,4,4,5,4,4,4,"Marca_2"
"1026",3,5,6,3,3,4,6,5,4,"Marca_3"
"1027",5,3,5,4,4,5,4,4,5,"Marca_2"
"1028",4,2,4,3,3,3,4,4,4,"Marca_1"
"1029",5,6,4,2,4,5,5,4,4,"Marca_4"
"1030",2,2,4,4,5,4,6,3,3,"Marca_1"
"1031",3,3,6,5,5,4,6,7,6,"Marca_1"
"1032",4,4,5,4,4,2,3,4,4,"Marca_1"
"1033",4,3,6,5,6,3,4,4,4,"Marca_1"
"1034",4,4,4,4,3,5,4,3,4,"Marca_2"
"1035",4,5,5,5,3,3,4,4,2,"Marca_1"
"1036",5,6,2,4,2,4,5,5,4,"Marca_2"
"1037",4,5,3,4,4,4,5,3,3,"Marca_1"
"1038",4,4,3,3,3,5,1,4,4,"Marca_1"
"1039",4,4,6,5,5,4,6,4,4,"Marca_4"
"1040",5,3,4,5,3,6,5,5,4,"Marca_2"
"1041",3,2,4,3,3,4,4,2,5,"Marca_1"
"1042",4,3,4,3,4,4,5,3,3,"Marca_1"
"1043",4,3,4,5,2,4,5,3,4,"Marca_3"
"1044",4,4,2,4,3,5,3,5,4,"Marca_1"
"1045",5,5,4,2,1,5,4,3,5,"Marca_1"
"1046",4,4,4,3,3,4,4,3,4,"Marca_2"
"1047",3,5,4,5,3,2,4,2,3,"Marca_2"
"1048",5,3,4,4,4,5,4,4,5,"Marca_2"
"1049",4,3,4,3,4,5,4,4,5,"Marca_2"
"1050",4,3,5,4,5,5,4,4,5,"Marca_1"
"1051",4,5,5,5,5,5,4,4,4,"Marca_1"
"1052",3,5,4,5,4,3,2,2,2,"Marca_1"
"1053",4,5,5,5,5,5,4,5,4,"Marca_2"
"1054",4,3,2,4,4,4,5,4,3,"Marca_2"
"1055",5,4,4,3,3,5,4,5,4,"Marca_1"
"1056",5,4,4,4,3,4,3,5,3,"Marca_2"
"1057",4,3,4,5,3,4,4,4,5,"Marca_2"
"1058",5,5,4,5,5,6,5,4,5,"Marca_2"
"1059",1,2,4,4,3,4,5,1,2,"Marca_1"
"1060",5,4,4,5,3,4,4,3,3,"Marca_1"
"1061",4,4,4,4,5,3,5,5,3,"Marca_1"
"1062",4,3,3,6,4,5,4,5,3,"Marca_2"
"1063",5,4,4,3,4,5,4,3,4,"Marca_1"
"1064",6,4,4,3,5,4,5,5,4,"Marca_2"
"1065",3,5,4,4,3,3,5,2,2,"Marca_2"
"1066",5,4,3,3,4,6,4,5,4,"Marca_3"
"1067",6,4,3,3,3,4,2,4,4,"Marca_3"
"1068",4,5,5,3,5,2,4,2,3,"Marca_4"
"1069",6,4,4,3,3,5,3,4,5,"Marca_2"
"1070",5,4,4,3,4,5,4,6,5,"Marca_2"
"1071",3,4,3,4,3,4,4,5,5,"Marca_3"
"1072",5,5,6,3,4,5,5,6,4,"Marca_1"
"1073",5,3,5,5,4,3,4,4,4,"Marca_1"
"1074",3,3,2,3,4,6,4,4,4,"Marca_2"
"1075",4,5,3,4,4,4,3,2,2,"Marca_4"
"1076",6,4,3,4,4,5,3,4,3,"Marca_2"
"1077",5,4,4,4,5,6,4,4,6,"Marca_2"
"1078",5,4,5,6,5,4,5,3,4,"Marca_4"
"1079",4,6,4,4,3,5,5,4,5,"Marca_1"
"1080",4,4,5,5,5,2,4,3,3,"Marca_1"
"1081",4,4,2,3,1,2,1,4,4,"Marca_3"
"1082",5,5,3,3,4,7,4,5,6,"Marca_2"
"1083",3,5,5,3,4,4,4,2,3,"Marca_1"
"1084",5,5,4,3,3,4,4,4,4,"Marca_3"
"1085",6,5,3,3,4,4,5,4,4,"Marca_2"
"1086",5,4,2,4,4,5,5,4,5,"Marca_2"
"1087",6,6,2,3,3,5,3,5,5,"Marca_2"
"1088",3,4,5,4,4,3,4,4,3,"Marca_1"
"1089",4,2,7,5,5,4,4,4,2,"Marca_2"
"1090",5,5,5,5,5,3,5,3,2,"Marca_4"
"1091",3,5,3,5,1,4,3,4,4,"Marca_2"
"1092",5,4,4,4,3,4,4,4,4,"Marca_2"
"1093",4,4,4,4,2,6,5,3,3,"Marca_1"
"1094",3,4,4,4,3,3,4,3,3,"Marca_2"
"1095",2,3,4,5,5,5,3,3,3,"Marca_2"
"1096",3,4,3,3,2,5,3,5,3,"Marca_3"
"1097",3,4,4,2,4,5,1,3,4,"Marca_2"
"1098",3,3,3,2,3,3,3,3,3,"Marca_3"
"1099",7,5,4,5,4,3,6,5,4,"Marca_1"
"1100",6,4,5,6,5,4,4,5,5,"Marca_2"
"1101",3,3,5,5,5,5,3,3,4,"Marca_1"
"1102",3,3,3,4,4,4,6,3,3,"Marca_1"
"1103",4,3,3,4,5,5,4,4,3,"Marca_2"
"1104",3,3,3,4,4,3,4,2,3,"Marca_2"
"1105",5,5,3,4,4,3,4,3,3,"Marca_2"
"1106",4,3,4,3,5,5,4,4,4,"Marca_3"
"1107",5,4,5,4,4,5,5,4,4,"Marca_1"
"1108",4,4,5,4,2,4,3,4,3,"Marca_2"
"1109",5,4,5,6,4,4,4,6,5,"Marca_2"
"1110",5,2,3,3,4,7,3,4,5,"Marca_2"
"1111",4,5,4,5,4,5,5,3,5,"Marca_4"
"1112",5,5,6,4,4,4,4,3,4,"Marca_4"
"1113",5,4,5,5,5,4,3,5,5,"Marca_4"
"1114",3,4,3,3,1,4,4,3,4,"Marca_2"
"1115",3,4,5,4,5,4,4,4,4,"Marca_2"
"1116",4,3,3,3,3,3,3,3,3,"Marca_1"
"1117",4,4,4,3,3,3,2,3,4,"Marca_2"
"1118",4,4,2,3,3,4,3,3,2,"Marca_2"
"1119",5,5,5,5,4,5,5,4,5,"Marca_2"
"1120",5,5,5,5,4,4,5,4,3,"Marca_2"
"1121",4,6,5,4,4,3,3,3,4,"Marca_1"
"1122",4,5,3,5,5,3,4,4,5,"Marca_1"
"1123",3,3,5,4,6,4,4,3,5,"Marca_1"
"1124",3,5,4,4,4,4,5,3,2,"Marca_4"
"1125",4,3,4,5,4,6,4,3,4,"Marca_3"
"1126",6,6,5,3,3,4,4,5,3,"Marca_2"
"1127",5,3,4,2,3,4,3,6,5,"Marca_3"
"1128",3,4,3,5,4,4,4,4,4,"Marca_1"
"1129",5,5,4,5,3,4,6,4,4,"Marca_2"
"1130",5,3,5,5,2,4,4,5,5,"Marca_3"
"1131",4,2,4,3,5,5,5,5,4,"Marca_3"
"1132",4,3,5,5,4,6,5,5,4,"Marca_1"
"1133",3,1,3,4,4,4,2,2,3,"Marca_1"
"1134",4,4,4,4,4,5,4,4,3,"Marca_3"
"1135",3,3,3,3,4,3,3,4,4,"Marca_1"
"1136",4,3,5,4,4,4,3,3,3,"Marca_2"
"1137",3,1,4,4,3,5,5,5,2,"Marca_1"
"1138",5,4,5,4,4,4,5,5,4,"Marca_1"
"1139",5,3,4,4,4,5,4,6,4,"Marca_2"
"1140",4,5,4,4,2,1,4,4,2,"Marca_1"
"1141",5,3,4,4,5,6,4,5,5,"Marca_2"
"1142",4,4,4,2,3,3,5,4,3,"Marca_2"
"1143",3,3,3,5,5,4,4,3,3,"Marca_2"
"1144",5,5,3,3,4,5,4,6,4,"Marca_3"
"1145",4,4,4,4,5,4,3,6,4,"Marca_2"
"1146",4,2,5,5,5,5,5,4,3,"Marca_1"
"1147",6,5,2,3,3,5,4,5,5,"Marca_1"
"1148",4,3,4,4,3,4,4,3,4,"Marca_2"
"1149",3,3,4,5,3,4,4,3,4,"Marca_2"
"1150",5,5,5,4,5,2,6,4,1,"Marca_1"
"1151",3,4,6,3,5,4,3,4,5,"Marca_1"
"1152",3,4,5,6,6,3,4,4,1,"Marca_1"
"1153",4,2,6,5,4,5,5,4,5,"Marca_1"
"1154",5,4,5,4,5,5,6,5,4,"Marca_2"
"1155",3,4,5,3,5,4,3,4,5,"Marca_1"
"1156",5,5,4,3,5,4,4,5,4,"Marca_2"
"1157",5,5,5,4,4,4,3,4,3,"Marca_1"
"1158",5,5,4,5,4,4,4,4,3,"Marca_1"
"1159",3,3,4,5,4,3,4,3,3,"Marca_4"
"1160",3,3,4,4,6,5,5,4,4,"Marca_2"
"1161",3,3,4,4,2,5,3,5,4,"Marca_2"
"1162",4,5,4,5,5,3,4,1,3,"Marca_2"
"1163",3,4,4,3,3,2,5,5,2,"Marca_4"
"1164",5,4,6,3,5,4,6,3,4,"Marca_2"
"1165",4,4,5,5,5,3,4,3,3,"Marca_4"
"1166",4,4,4,3,1,3,3,3,3,"Marca_1"
"1167",4,2,2,4,5,5,4,6,6,"Marca_3"
"1168",5,4,4,4,4,5,5,4,3,"Marca_1"
"1169",5,5,6,4,4,2,5,4,3,"Marca_4"
"1170",4,3,4,4,5,2,4,2,3,"Marca_2"
"1171",4,4,4,6,5,3,4,2,1,"Marca_4"
"1172",3,4,5,5,3,5,6,3,5,"Marca_2"
"1173",5,4,4,4,3,4,5,3,4,"Marca_1"
"1174",4,4,5,6,5,4,3,5,2,"Marca_2"
"1175",4,4,6,5,5,3,4,4,4,"Marca_1"
"1176",4,2,3,4,4,6,5,5,5,"Marca_1"
"1177",4,3,5,5,4,4,5,6,4,"Marca_4"
"1178",3,4,5,5,4,2,4,3,3,"Marca_1"
"1179",3,3,4,3,4,4,4,3,3,"Marca_1"
"1180",4,3,6,6,6,4,6,3,3,"Marca_1"
"1181",3,3,5,5,6,3,6,3,3,"Marca_4"
"1182",4,2,4,3,5,3,4,4,3,"Marca_1"
"1183",4,4,4,3,5,3,3,2,3,"Marca_1"
"1184",4,6,6,4,5,2,4,1,3,"Marca_1"
"1185",4,2,4,4,4,3,3,5,3,"Marca_2"
"1186",4,3,2,5,4,6,5,3,4,"Marca_2"
"1187",6,4,6,4,6,6,5,3,5,"Marca_2"
"1188",4,5,5,5,4,4,4,4,3,"Marca_1"
"1189",3,3,5,4,5,3,4,5,3,"Marca_2"
"1190",4,4,4,4,4,6,5,4,4,"Marca_2"
"1191",3,4,3,3,3,4,3,5,4,"Marca_2"
"1192",4,4,4,5,4,4,2,3,3,"Marca_2"
"1193",4,4,6,5,5,5,5,5,5,"Marca_2"
"1194",4,4,5,4,5,4,5,4,4,"Marca_4"
"1195",6,4,6,5,5,5,3,4,3,"Marca_2"
"1196",4,5,6,4,4,3,4,3,3,"Marca_4"
"1197",6,6,4,3,3,4,4,5,4,"Marca_2"
"1198",5,5,4,3,3,6,4,5,4,"Marca_2"
"1199",5,4,5,4,3,4,5,4,3,"Marca_1"
"1200",4,4,4,3,4,4,2,4,3,"Marca_2"
"1201",3,5,6,4,3,5,4,5,4,"Marca_4"
"1202",5,3,4,4,4,3,4,5,5,"Marca_2"
"1203",4,4,4,4,4,4,3,3,3,"Marca_1"
"1204",6,5,5,5,4,4,5,4,4,"Marca_1"
"1205",5,3,6,3,4,4,4,4,3,"Marca_2"
"1206",3,4,5,5,3,3,5,4,2,"Marca_1"
"1207",4,4,4,5,4,4,4,5,4,"Marca_1"
"1208",3,3,6,6,4,3,4,3,4,"Marca_1"
"1209",5,4,3,3,3,5,4,3,4,"Marca_3"
"1210",5,5,4,5,4,5,3,4,3,"Marca_2"
"1211",5,5,5,5,5,5,5,4,5,"Marca_2"
"1212",4,4,3,4,3,3,4,3,4,"Marca_2"
"1213",5,4,4,6,2,4,5,5,4,"Marca_2"
"1214",4,3,5,2,4,3,5,3,3,"Marca_1"
"1215",2,3,4,3,4,4,5,3,2,"Marca_1"
"1216",1,1,3,5,6,2,5,3,2,"Marca_1"
"1217",4,5,4,4,4,3,3,4,1,"Marca_4"
"1218",4,3,4,5,3,4,4,3,4,"Marca_1"
"1219",5,3,5,6,6,4,5,4,4,"Marca_1"
"1220",4,4,6,4,4,5,4,3,5,"Marca_2"
"1221",3,3,4,5,5,4,4,5,4,"Marca_2"
"1222",5,4,1,2,2,5,2,5,4,"Marca_3"
"1223",4,2,5,3,3,4,5,3,3,"Marca_1"
"1224",3,5,4,3,4,4,3,5,5,"Marca_1"
"1225",6,4,4,5,3,6,3,5,4,"Marca_3"
"1226",6,4,4,3,3,5,3,3,3,"Marca_2"
"1227",4,4,4,4,4,3,4,4,3,"Marca_2"
"1228",5,3,5,4,4,5,5,5,5,"Marca_2"
"1229",5,2,5,3,4,4,5,3,3,"Marca_1"
"1230",4,4,3,7,5,5,5,2,3,"Marca_1"
"1231",6,4,3,4,2,4,2,4,3,"Marca_3"
"1232",6,3,3,2,2,3,3,4,4,"Marca_2"
"1233",4,3,5,5,5,5,5,6,4,"Marca_1"
"1234",2,4,4,4,3,3,3,2,2,"Marca_1"
"1235",3,3,2,5,4,2,2,3,2,"Marca_2"
"1236",4,4,6,4,5,4,3,5,4,"Marca_3"
"1237",5,5,5,4,3,5,4,4,4,"Marca_2"
"1238",4,5,3,4,2,4,3,4,5,"Marca_2"
"1239",3,4,4,4,4,5,5,3,4,"Marca_3"
"1240",5,3,5,5,3,5,5,5,4,"Marca_1"
"1241",5,5,5,3,5,4,5,4,3,"Marca_4"
"1242",5,5,3,3,2,5,6,5,5,"Marca_3"
"1243",5,5,5,3,5,3,5,2,4,"Marca_1"
"1244",3,4,3,3,3,4,4,4,3,"Marca_1"
"1245",4,4,5,4,4,3,6,5,3,"Marca_1"
"1246",5,5,4,4,3,5,4,5,4,"Marca_3"
"1247",4,4,4,4,3,4,3,2,3,"Marca_2"
"1248",4,3,4,2,4,4,4,4,3,"Marca_2"
"1249",3,4,6,4,4,3,4,4,3,"Marca_4"
"1250",4,3,4,5,4,4,5,1,3,"Marca_2"
"1251",4,4,4,4,3,4,6,4,3,"Marca_2"
"1252",4,3,4,5,4,5,3,4,4,"Marca_2"
"1253",4,4,3,6,4,4,6,5,3,"Marca_2"
"1254",4,5,2,3,4,4,5,3,2,"Marca_1"
"1255",6,5,4,5,3,4,3,5,4,"Marca_2"
"1256",3,3,4,5,4,4,3,3,5,"Marca_2"
"1257",4,3,5,4,5,4,5,2,3,"Marca_1"
"1258",5,4,4,3,3,4,4,4,5,"Marca_3"
"1259",4,3,4,4,3,4,3,5,4,"Marca_1"
"1260",3,4,4,3,3,5,3,5,4,"Marca_3"
"1261",5,4,4,3,4,5,2,4,2,"Marca_4"
"1262",5,5,5,4,3,5,5,3,4,"Marca_1"
"1263",5,4,3,5,3,4,4,4,3,"Marca_4"
"1264",3,4,3,3,2,4,4,3,2,"Marca_2"
"1265",5,5,4,3,4,3,4,2,4,"Marca_4"
"1266",5,4,3,3,3,5,3,4,4,"Marca_3"
"1267",5,4,4,6,4,4,3,5,4,"Marca_2"
"1268",5,3,6,5,4,4,4,4,4,"Marca_2"
"1269",6,4,2,5,1,5,3,3,4,"Marca_3"
"1270",3,3,4,6,5,4,5,4,4,"Marca_1"
"1271",3,3,4,2,4,4,4,2,3,"Marca_2"
"1272",4,3,2,5,5,6,5,5,5,"Marca_3"
"1273",3,2,3,4,2,4,3,4,3,"Marca_2"
"1274",7,6,5,5,4,6,6,4,5,"Marca_4"
"1275",3,4,5,6,5,4,4,3,4,"Marca_2"
"1276",3,4,3,4,3,3,4,3,4,"Marca_1"
"1277",4,6,3,4,5,4,3,3,3,"Marca_2"
"1278",3,3,4,4,4,5,4,4,5,"Marca_1"
"1279",4,2,4,5,4,4,3,5,4,"Marca_1"
"1280",5,4,5,3,5,3,5,4,3,"Marca_1"
"1281",5,5,3,3,4,5,2,5,3,"Marca_3"
"1282",3,2,4,3,4,4,3,3,4,"Marca_2"
"1283",4,3,5,6,6,4,5,4,3,"Marca_4"
"1284",5,4,4,3,5,3,2,2,4,"Marca_1"
"1285",2,4,6,4,4,4,4,2,4,"Marca_1"
"1286",4,3,4,3,4,5,5,5,2,"Marca_1"
"1287",5,4,3,5,3,5,4,6,3,"Marca_2"
"1288",5,3,2,2,3,4,4,2,2,"Marca_2"
"1289",4,4,3,3,2,3,4,2,2,"Marca_1"
"1290",5,5,3,3,2,5,4,7,5,"Marca_1"
"1291",4,4,5,6,4,6,4,5,4,"Marca_2"
"1292",4,2,5,5,3,5,3,4,4,"Marca_2"
"1293",5,4,3,4,4,4,4,4,3,"Marca_2"
"1294",4,4,4,3,4,2,4,4,3,"Marca_1"
"1295",3,4,3,3,4,4,3,4,2,"Marca_3"
"1296",4,2,5,5,6,5,4,2,3,"Marca_1"
"1297",5,3,5,4,6,5,5,4,4,"Marca_2"
"1298",5,6,6,5,5,3,6,2,3,"Marca_4"
"1299",3,5,6,4,5,6,3,4,3,"Marca_1"
"1300",4,2,2,2,2,5,4,3,4,"Marca_2"
"1301",4,3,3,3,4,5,4,3,4,"Marca_2"
"1302",5,3,4,2,4,4,4,4,3,"Marca_2"
"1303",4,3,5,2,4,5,4,5,3,"Marca_1"
"1304",5,4,5,3,4,4,4,5,4,"Marca_2"
"1305",5,4,3,4,2,4,4,6,5,"Marca_3"
"1306",6,4,4,4,5,5,4,3,3,"Marca_1"
"1307",4,2,4,5,3,3,2,4,3,"Marca_2"
"1308",5,3,4,3,3,4,3,5,3,"Marca_1"
"1309",2,3,5,5,5,4,5,3,3,"Marca_4"
"1310",4,5,6,6,5,5,4,3,3,"Marca_4"
"1311",3,3,4,3,3,6,4,4,3,"Marca_2"
"1312",3,5,5,5,4,5,4,4,4,"Marca_4"
"1313",5,5,4,3,4,4,4,3,3,"Marca_2"
"1314",5,5,4,4,3,3,5,4,4,"Marca_1"
"1315",4,4,4,3,4,3,4,5,3,"Marca_1"
"1316",4,3,5,5,6,4,4,3,3,"Marca_1"
"1317",4,3,4,4,5,4,5,3,3,"Marca_4"
"1318",4,4,4,4,4,2,4,4,4,"Marca_4"
"1319",5,4,4,4,2,3,4,4,4,"Marca_1"
"1320",3,3,4,3,4,4,4,2,2,"Marca_3"
"1321",4,4,5,5,5,5,4,1,2,"Marca_2"
"1322",4,4,4,5,3,4,3,4,4,"Marca_1"
"1323",4,4,4,4,3,2,4,3,5,"Marca_2"
"1324",4,4,4,3,6,4,5,3,4,"Marca_2"
"1325",5,4,5,5,5,5,6,5,4,"Marca_2"
"1326",4,4,3,5,2,6,3,5,5,"Marca_2"
"1327",3,2,5,5,4,4,4,5,4,"Marca_1"
"1328",6,3,4,4,4,5,6,5,5,"Marca_1"
"1329",3,4,4,3,4,4,5,3,3,"Marca_1"
"1330",5,4,6,5,4,3,4,3,5,"Marca_1"
"1331",6,4,4,4,3,6,4,6,6,"Marca_2"
"1332",3,3,4,5,5,5,4,5,4,"Marca_2"
"1333",3,2,6,6,6,2,4,3,2,"Marca_1"
"1334",3,3,4,4,3,5,3,5,3,"Marca_2"
"1335",3,4,4,4,3,3,3,3,4,"Marca_1"
"1336",6,5,4,5,5,4,5,3,4,"Marca_1"
"1337",4,4,5,5,4,5,4,3,5,"Marca_1"
"1338",4,3,4,4,4,2,5,3,1,"Marca_1"
"1339",4,4,6,5,4,5,5,4,3,"Marca_3"
"1340",2,3,3,5,3,4,6,4,3,"Marca_3"
"1341",5,3,5,5,5,4,4,4,4,"Marca_1"
"1342",5,2,4,4,4,6,4,6,4,"Marca_3"
"1343",4,5,4,4,4,5,3,4,3,"Marca_2"
"1344",5,2,4,4,4,4,2,5,6,"Marca_2"
"1345",4,5,5,4,4,3,4,2,3,"Marca_4"
"1346",5,5,4,3,4,5,3,3,3,"Marca_1"
"1347",3,4,2,3,4,3,4,4,4,"Marca_1"
"1348",4,6,5,4,5,3,5,3,2,"Marca_4"
"1349",4,4,5,6,5,4,6,2,3,"Marca_1"
"1350",5,6,6,3,5,5,4,3,4,"Marca_1"
"1351",4,4,4,3,4,4,4,5,4,"Marca_2"
"1352",6,5,3,2,3,7,4,6,5,"Marca_2"
"1353",4,3,5,3,3,3,4,5,3,"Marca_2"
"1354",4,5,3,4,3,6,5,5,4,"Marca_3"
"1355",2,2,4,4,3,4,3,3,3,"Marca_2"
"1356",4,4,4,2,4,4,3,3,3,"Marca_2"
"1357",4,3,4,4,5,4,4,3,3,"Marca_1"
"1358",4,4,3,2,4,5,3,5,5,"Marca_1"
"1359",7,5,4,5,4,5,6,4,5,"Marca_2"
"1360",5,3,5,5,5,6,5,4,4,"Marca_2"
"1361",5,6,1,4,3,3,3,4,4,"Marca_3"
"1362",5,3,4,3,3,6,5,6,6,"Marca_2"
"1363",3,4,4,3,4,4,5,5,6,"Marca_2"
"1364",4,3,6,5,5,4,5,3,3,"Marca_4"
"1365",3,3,3,3,3,5,3,5,5,"Marca_3"
"1366",4,3,3,3,3,5,3,3,3,"Marca_2"
"1367",5,5,1,3,2,5,3,4,5,"Marca_3"
"1368",5,5,4,3,5,5,3,3,4,"Marca_3"
"1369",5,4,5,5,4,6,6,3,5,"Marca_1"
"1370",5,5,4,3,4,4,3,3,2,"Marca_1"
"1371",3,4,4,5,4,5,4,2,3,"Marca_1"
"1372",5,6,3,4,4,4,4,4,4,"Marca_1"
"1373",4,4,5,4,4,2,6,2,1,"Marca_1"
"1374",3,4,5,4,5,4,2,3,3,"Marca_1"
"1375",4,5,3,4,4,4,4,2,2,"Marca_2"
"1376",5,3,5,4,3,6,5,5,4,"Marca_1"
"1377",4,3,5,5,4,6,3,5,5,"Marca_3"
"1378",4,3,4,5,5,5,4,4,4,"Marca_1"
"1379",5,4,4,3,4,3,3,4,4,"Marca_2"
"1380",4,3,5,3,3,3,5,4,3,"Marca_2"
"1381",5,5,4,5,4,4,3,4,3,"Marca_2"
"1382",5,3,6,5,5,6,5,3,4,"Marca_1"
"1383",6,7,6,4,4,6,4,5,5,"Marca_1"
"1384",6,4,3,4,4,5,4,4,4,"Marca_2"
"1385",5,5,3,5,3,5,6,4,4,"Marca_2"
"1386",5,5,4,3,5,5,4,5,5,"Marca_2"
"1387",4,4,4,4,4,4,2,3,2,"Marca_4"
"1388",4,4,4,3,3,5,3,4,3,"Marca_2"
"1389",3,3,4,4,5,4,3,4,5,"Marca_3"
"1390",6,7,3,4,5,4,4,2,2,"Marca_2"
"1391",5,6,4,3,3,5,4,3,4,"Marca_2"
"1392",4,5,4,4,4,3,4,4,3,"Marca_4"
"1393",3,3,5,5,5,5,5,6,5,"Marca_2"
"1394",4,4,3,3,4,3,5,3,1,"Marca_1"
"1395",4,2,4,3,2,6,3,3,4,"Marca_3"
"1396",5,5,3,4,4,6,3,5,4,"Marca_2"
"1397",4,6,2,2,3,4,4,3,4,"Marca_4"
"1398",4,3,4,2,4,4,4,3,3,"Marca_1"
"1399",5,3,5,5,4,4,3,5,4,"Marca_3"
"1400",4,3,4,4,5,6,6,4,4,"Marca_3"
"1401",4,3,4,4,4,4,4,5,4,"Marca_4"
"1402",4,4,4,3,4,4,3,4,4,"Marca_1"
"1403",3,5,4,3,3,4,4,4,4,"Marca_3"
"1404",4,4,4,5,5,5,5,5,3,"Marca_2"
"1405",5,5,3,4,2,6,4,3,5,"Marca_3"
"1406",4,4,5,5,3,5,4,6,5,"Marca_1"
"1407",5,2,5,3,4,5,5,4,6,"Marca_1"
"1408",6,5,3,5,3,5,4,6,5,"Marca_3"
"1409",5,4,4,4,4,4,4,4,4,"Marca_2"
"1410",5,3,3,3,4,5,4,4,4,"Marca_2"
"1411",3,4,4,3,4,3,5,2,2,"Marca_1"
"1412",3,4,3,4,4,3,5,4,4,"Marca_3"
"1413",5,5,5,3,3,2,2,4,4,"Marca_2"
"1414",3,5,4,4,4,3,7,3,3,"Marca_1"
"1415",5,2,4,6,5,6,5,4,5,"Marca_2"
"1416",5,5,5,3,5,3,4,3,4,"Marca_1"
"1417",5,5,4,4,3,5,2,5,6,"Marca_3"
"1418",5,4,4,3,4,4,4,4,4,"Marca_3"
"1419",3,4,5,5,4,4,3,3,4,"Marca_1"
"1420",4,4,5,5,5,4,4,4,5,"Marca_1"
"1421",2,4,4,4,4,3,3,3,2,"Marca_1"
"1422",4,4,5,4,5,4,4,5,4,"Marca_2"
"1423",5,5,4,4,4,4,5,3,4,"Marca_1"
"1424",5,4,3,4,3,4,3,4,5,"Marca_2"
